,name,company,year,Price,kms_driven,fuel_type
569,Chevrolet Spark 1.0,Chevrolet,2011.0,100000.0,27000.0,Petrol
570,Hyundai i10,Hyundai,2009.0,215000.0,27000.0,Petrol
571,Toyota Etios Liva,Toyota,2012.0,380000.0,20000.0,Diesel
572,Renault Duster 85PS,Renault,2013.0,401919.0,57923.0,Diesel
573,Chevrolet Enjoy,Chevrolet,2014.0,490000.0,30201.0,Diesel
574,Maruti Suzuki Alto,Maruti,2017.0,280000.0,6200.0,Petrol
575,BMW 5 Series,other,2009.0,650000.0,37518.0,Petrol
576,Toyota Etios Liva,Toyota,2014.0,160000.0,24652.0,Petrol
577,Mahindra Jeep MM,Mahindra,2004.0,424000.0,383.0,Diesel
578,Chevrolet Beat LS,Chevrolet,2016.0,225000.0,95000.0,Diesel
579,Chevrolet Cruze LTZ,Chevrolet,2011.0,350000.0,35000.0,Diesel
580,Jeep Wrangler Unlimited,other,2015.0,950000.0,3528.0,Diesel
581,Maruti Suzuki Ertiga,Maruti,2013.0,485000.0,52500.0,Diesel
582,Hyundai Verna VGT,Hyundai,2010.0,205000.0,47900.0,Diesel
583,Maruti Suzuki Omni,Maruti,2012.0,160000.0,14000.0,Petrol
584,Maruti Suzuki Celerio,Maruti,2018.0,310000.0,37000.0,Petrol
585,Tata Zest Quadrajet,Tata,2017.0,180000.0,90000.0,Diesel
586,Mahindra XUV500 W6,Mahindra,2013.0,549900.0,52800.0,Diesel
588,Hyundai i10 Era,Hyundai,2011.0,175000.0,30000.0,Petrol
592,Tata Indigo Marina,Tata,2004.0,180000.0,70000.0,Diesel
594,Hyundai Xcent SX,Hyundai,2015.0,400000.0,43000.0,Diesel
595,Hyundai Eon Magna,Hyundai,2013.0,185000.0,23000.0,Petrol
596,Renault Duster 85,Renault,2015.0,385000.0,51000.0,Diesel
597,Maruti Suzuki Alto,Maruti,2009.0,90000.0,62000.0,Petrol
598,Tata Nano LX,Tata,2010.0,32000.0,48008.0,Petrol
600,Renault Duster 110,Renault,2013.0,435000.0,39000.0,Diesel
601,Maruti Suzuki Wagon,Maruti,2010.0,225000.0,40000.0,Petrol
602,Maruti Suzuki Swift,Maruti,2006.0,189700.0,48247.0,Petrol
603,Maruti Suzuki Ertiga,Maruti,2012.0,389700.0,39000.0,Diesel
604,Maruti Suzuki Swift,Maruti,2014.0,365000.0,23000.0,Petrol
605,Maruti Suzuki Alto,Maruti,2017.0,360000.0,9400.0,Petrol
606,Hyundai i20 Magna,Hyundai,2010.0,210000.0,50000.0,Petrol
607,Hyundai i10 Magna,Hyundai,2009.0,170000.0,75000.0,Petrol
609,Tata Zest XE,Tata,2017.0,380000.0,70000.0,Diesel
610,Mahindra Xylo E8,Mahindra,2009.0,295000.0,64000.0,Diesel
611,Toyota Corolla Altis,Toyota,2010.0,185000.0,55000.0,Petrol
615,Renault Kwid 1.0,Renault,2018.0,290000.0,2137.0,Petrol
617,Tata Venture EX,Tata,2013.0,100000.0,30000.0,Diesel
618,Maruti Suzuki Swift,Maruti,2014.0,315000.0,44000.0,Petrol
620,Skoda Octavia Classic,Skoda,2006.0,114990.0,65000.0,Diesel
622,Chevrolet Beat Diesel,Chevrolet,2011.0,125000.0,56000.0,Diesel
623,Tata Sumo Gold,Tata,2012.0,210000.0,75000.0,Diesel
625,Hyundai Verna 1.6,Hyundai,2018.0,855000.0,42000.0,Diesel
626,Tata Sumo Gold,Tata,2012.0,210000.0,75000.0,Diesel
627,Mahindra Scorpio 2.6,Mahindra,2007.0,260000.0,56000.0,Diesel
628,Maruti Suzuki Zen,Maruti,2002.0,95000.0,10544.0,Petrol
629,Maruti Suzuki Swift,Maruti,2011.0,255000.0,64000.0,Petrol
630,Mahindra Scorpio SLX,Mahindra,2008.0,300000.0,70000.0,Diesel
631,Hyundai Grand i10,Hyundai,2014.0,340000.0,25000.0,Petrol
632,Hyundai Elite i20,Hyundai,2017.0,550000.0,15000.0,Petrol
633,Ford Ikon 1.6,Ford,2003.0,60000.0,50000.0,Petrol
637,Nissan Sunny XL,other,2011.0,230000.0,52000.0,Petrol
638,Chevrolet Beat LT,Chevrolet,2012.0,130000.0,90001.0,Diesel
639,Maruti Suzuki Alto,Maruti,2017.0,270000.0,21000.0,Petrol
640,Maruti Suzuki Swift,Maruti,2012.0,280000.0,48006.0,Diesel
641,Maruti Suzuki Swift,Maruti,2012.0,280000.0,48006.0,Diesel
642,Maruti Suzuki Swift,Maruti,2012.0,280000.0,48006.0,Diesel
644,Toyota Innova 2.0,Toyota,2012.0,600000.0,80000.0,Diesel
646,Maruti Suzuki Swift,Maruti,2010.0,190000.0,74000.0,Diesel
647,Hyundai Elite i20,Hyundai,2015.0,500000.0,22000.0,Petrol
649,Volkswagen Polo Trendline,Volkswagen,2015.0,350000.0,25000.0,Diesel
650,Toyota Etios Liva,Toyota,2012.0,350000.0,85000.0,Diesel
651,Mahindra TUV300 T4,Mahindra,2016.0,540000.0,29500.0,Diesel
652,Hyundai Elite i20,Hyundai,2015.0,470000.0,30000.0,Petrol
653,Hyundai Santro Xing,Hyundai,2014.0,179000.0,57000.0,Petrol
654,Maruti Suzuki Zen,Maruti,2003.0,48000.0,60000.0,Petrol
655,Maruti Suzuki Ciaz,Maruti,2016.0,650000.0,50000.0,Petrol
656,Hyundai Eon Era,Hyundai,2013.0,190000.0,39700.0,Petrol
657,Hyundai Elantra 1.8,Hyundai,2012.0,500000.0,65000.0,Petrol
658,Maruti Suzuki Swift,Maruti,2010.0,270000.0,67000.0,Diesel
659,Maruti Suzuki Zen,Maruti,2008.0,125000.0,46000.0,Petrol
660,Hyundai Eon Era,Hyundai,2012.0,188000.0,38000.0,Petrol
661,Hyundai Grand i10,Hyundai,2016.0,380000.0,27000.0,Petrol
662,Hyundai Verna Fluidic,Hyundai,2011.0,365000.0,43000.0,Diesel
663,Ford EcoSport Trend,Ford,2014.0,465000.0,47000.0,Petrol
664,Hyundai i20 Magna,Hyundai,2011.0,240000.0,42000.0,Petrol
665,Chevrolet Beat Diesel,Chevrolet,2016.0,179999.0,19336.0,Diesel
666,Tata Indica eV2,Tata,2015.0,140000.0,60105.0,Diesel
670,Maruti Suzuki Swift,Maruti,2015.0,475000.0,22000.0,Petrol
672,Maruti Suzuki S,Maruti,2016.0,615000.0,21000.0,Diesel
673,Maruti Suzuki Ertiga,Maruti,2013.0,475000.0,48000.0,Diesel
674,Maruti Suzuki Alto,Maruti,2016.0,270000.0,38000.0,Petrol
675,Honda City SV,Honda,2014.0,475000.0,34000.0,Diesel
676,Volkswagen Vento Comfortline,Volkswagen,2011.0,240000.0,45933.0,Petrol
677,Honda City 1.5,Honda,2005.0,120000.0,68000.0,Petrol
679,Mahindra KUV100,Mahindra,2017.0,360000.0,35000.0,Diesel
680,Tata Zest XE,Tata,2018.0,450000.0,102563.0,Diesel
681,Mahindra XUV500 W8,Mahindra,2015.0,900000.0,28600.0,Diesel
682,Maruti Suzuki Swift,Maruti,2017.0,650000.0,41800.0,Diesel
684,Maruti Suzuki Swift,Maruti,2009.0,210000.0,59000.0,Petrol
685,Mahindra Scorpio 2.6,Mahindra,2004.0,175000.0,58000.0,Diesel
686,Maruti Suzuki Omni,Maruti,2009.0,85000.0,45000.0,Petrol
688,Renault Duster,Renault,2014.0,800000.0,7400.0,Diesel
689,Volkswagen Jetta Comfortline,Volkswagen,2009.0,450000.0,54500.0,Diesel
693,Toyota Corolla Altis,Toyota,2014.0,790000.0,29000.0,Petrol
695,Chevrolet Beat LT,Chevrolet,2012.0,135000.0,36000.0,Petrol
697,Datsun Redi GO,other,2018.0,299999.0,7000.0,Petrol
699,Mahindra Scorpio SLX,Mahindra,2004.0,175000.0,60000.0,Diesel
700,Volkswagen Vento Comfortline,Volkswagen,2011.0,200000.0,95000.0,Diesel
701,Tata Indigo CS,Tata,2017.0,270000.0,50000.0,Diesel
702,Ford Figo Petrol,Ford,2019.0,525000.0,0.0,Petrol
703,Honda City ZX,Honda,2006.0,180000.0,50000.0,Petrol
704,Maruti Suzuki Wagon,Maruti,2008.0,140000.0,68000.0,Petrol
705,Ford EcoSport Trend,Ford,2014.0,400000.0,16000.0,Petrol
706,Maruti Suzuki Swift,Maruti,2016.0,499000.0,51000.0,Diesel
707,Maruti Suzuki Omni,Maruti,2009.0,85000.0,56000.0,Petrol
708,Maruti Suzuki Zen,Maruti,2004.0,70000.0,100000.0,Petrol
709,Renault Duster RxL,Renault,2015.0,550000.0,36000.0,Petrol
710,Maruti Suzuki Swift,Maruti,2014.0,370000.0,11523.0,Petrol
711,Maruti Suzuki Baleno,Maruti,2018.0,690000.0,1000.0,Petrol
712,Honda WR V,Honda,2009.0,250000.0,60000.0,Petrol
713,Tata Indigo CS,Tata,2016.0,110000.0,85000.0,Diesel
714,Renault Duster 110,Renault,2013.0,490000.0,38600.0,Diesel
715,Mahindra Scorpio LX,Mahindra,2009.0,320000.0,95500.0,Diesel
716,Maruti Suzuki Zen,Maruti,2004.0,68000.0,56000.0,Petrol
717,Maruti Suzuki Wagon,Maruti,2014.0,130000.0,37458.0,Petrol
720,Hyundai Eon D,Hyundai,2018.0,280000.0,35000.0,Petrol
721,Maruti Suzuki Zen,Maruti,2009.0,125000.0,0.0,Petrol
722,Mahindra Scorpio SLX,Mahindra,2008.0,285000.0,80000.0,Diesel
724,Hyundai Santro AE,Hyundai,2011.0,165000.0,45000.0,Petrol
726,Maruti Suzuki Swift,Maruti,2009.0,250000.0,51000.0,Diesel
727,Mahindra Scorpio S4,Mahindra,2015.0,865000.0,30000.0,Diesel
729,Mahindra Xylo D2,Mahindra,2011.0,390000.0,48000.0,Diesel
730,Hyundai Santro,Hyundai,2003.0,60000.0,51000.0,Petrol
731,Chevrolet Beat LT,Chevrolet,2015.0,215000.0,90000.0,Diesel
732,Maruti Suzuki Swift,Maruti,2015.0,475000.0,43000.0,Diesel
733,Mahindra XUV500 W8,Mahindra,2015.0,899000.0,53000.0,Diesel
735,Maruti Suzuki Alto,Maruti,2013.0,240000.0,20000.0,Petrol
736,Hyundai Getz GLE,Hyundai,2007.0,99000.0,55000.0,Petrol
739,Hyundai Santro Xing,Hyundai,2007.0,115000.0,46000.0,Petrol
740,Hyundai Santro Xing,Hyundai,2009.0,88000.0,43200.0,Petrol
741,Mahindra Xylo D2,Mahindra,2011.0,390000.0,56000.0,Diesel
742,Hyundai Santro Xing,Hyundai,2007.0,135000.0,42000.0,Petrol
743,Tata Indica V2,Tata,2009.0,90000.0,30600.0,Diesel
744,Hyundai i10 Sportz,Hyundai,2011.0,220000.0,38000.0,Petrol
745,Hyundai Grand i10,Hyundai,2017.0,424999.0,2550.0,Petrol
746,Hyundai Santro Xing,Hyundai,2007.0,135000.0,47000.0,Petrol
747,Honda City 1.5,Honda,2005.0,95000.0,41000.0,Petrol
748,Nissan Micra XL,other,2017.0,430000.0,62500.0,Diesel
749,Honda City 1.5,Honda,2005.0,115000.0,68000.0,Petrol
750,Maruti Suzuki Alto,Maruti,2015.0,215000.0,50000.0,Petrol
751,Maruti Suzuki Wagon,Maruti,2004.0,53000.0,69000.0,Petrol
752,Maruti Suzuki Ertiga,Maruti,2012.0,500000.0,48000.0,Diesel
753,Tata Indica eV2,Tata,2012.0,85000.0,55000.0,Diesel
754,Maruti Suzuki Omni,Maruti,2013.0,165000.0,25000.0,Petrol
755,Hyundai Eon Era,Hyundai,2014.0,200000.0,28400.0,Petrol
756,Hyundai Eon,Hyundai,2014.0,200000.0,28000.0,Petrol
757,Maruti Suzuki Swift,Maruti,2015.0,425000.0,42000.0,Diesel
759,Hyundai Verna 1.6,Hyundai,2012.0,600000.0,29000.0,Diesel
760,Chevrolet Tavera LS,Chevrolet,2005.0,130000.0,68485.0,Diesel
761,Tata Tiago Revotron,Tata,2018.0,430000.0,3500.0,Petrol
762,Tata Tiago Revotorq,Tata,2019.0,568500.0,0.0,Petrol
765,Maruti Suzuki Zen,Maruti,2006.0,71000.0,32000.0,Petrol
766,Mahindra KUV100 K8,Mahindra,2018.0,560000.0,8000.0,Diesel
767,Ford EcoSport Titanium,Ford,2014.0,590000.0,34000.0,Diesel
769,Ford Fusion 1.4,Ford,2007.0,125000.0,85455.0,Diesel
770,Hyundai Santro Xing,Hyundai,2007.0,135000.0,46000.0,Petrol
771,Hyundai Santro,Hyundai,2002.0,60000.0,47000.0,Petrol
772,Fiat Linea Emotion,other,2009.0,120000.0,64000.0,Petrol
773,Ford Ikon 1.3,Ford,2008.0,95000.0,46000.0,Petrol
774,Maruti Suzuki Omni,Maruti,2017.0,240000.0,8000.0,Petrol
775,Tata Indica V2,Tata,2012.0,115000.0,64000.0,Diesel
776,Mahindra Scorpio S4,Mahindra,2015.0,795000.0,63000.0,Diesel
777,Hyundai Santro Xing,Hyundai,2007.0,55000.0,65000.0,Petrol
778,Mahindra Xylo D2,Mahindra,2009.0,300000.0,62000.0,Diesel
779,Hyundai Grand i10,Hyundai,2014.0,320000.0,41000.0,Petrol
780,Maruti Suzuki Alto,Maruti,2015.0,265000.0,14000.0,Petrol
781,Toyota Corolla,Toyota,2006.0,160000.0,40000.0,Petrol
782,Hyundai Eon Magna,Hyundai,2017.0,300000.0,1600.0,Petrol
783,Tata Sumo Grande,Tata,2010.0,130000.0,90000.0,Diesel
784,Maruti Suzuki Swift,Maruti,2011.0,250000.0,58000.0,Diesel
785,Volkswagen Polo Highline1.2L,Volkswagen,2013.0,380000.0,27000.0,Petrol
786,Maruti Suzuki Alto,Maruti,2003.0,42000.0,60000.0,Petrol
787,Tata Tiago Revotron,Tata,2017.0,400000.0,31000.0,Petrol
788,Maruti Suzuki Swift,Maruti,2009.0,120000.0,90000.0,Diesel
789,Maruti Suzuki Swift,Maruti,2009.0,120000.0,90000.0,Diesel
791,Chevrolet Beat LS,Chevrolet,2014.0,189000.0,31000.0,Diesel
793,Mahindra Xylo E8,Mahindra,2011.0,365000.0,43000.0,Diesel
794,Hyundai Eon D,Hyundai,2013.0,170000.0,20000.0,Petrol
804,Tata Sumo Gold,Tata,2013.0,215000.0,100000.0,Petrol
813,Tata Nano,Tata,2013.0,60000.0,7000.0,Petrol
814,Hyundai Elite i20,Hyundai,2017.0,599999.0,31000.0,Petrol
815,Hyundai i10 Magna,Hyundai,2009.0,400000.0,33000.0,Petrol
816,Hyundai Creta,Hyundai,2016.0,900000.0,60000.0,Diesel
817,Volkswagen Polo,Volkswagen,2013.0,299999.0,48000.0,Diesel
818,Maruti Suzuki Dzire,Maruti,2014.0,374999.0,33000.0,Petrol
819,Tata Bolt XM,Tata,2015.0,600000.0,15000.0,Petrol
820,Maruti Suzuki Alto,Maruti,2005.0,70000.0,47000.0,Petrol
821,Maruti Suzuki Alto,Maruti,2005.0,100000.0,40000.0,Petrol
823,Maruti Suzuki Ritz,Maruti,2010.0,150000.0,38000.0,Diesel
824,Maruti Suzuki Alto,Maruti,2017.0,225000.0,12500.0,Petrol
825,Maruti Suzuki Dzire,Maruti,2009.0,210000.0,42000.0,Petrol
827,Hyundai i20 Asta,Hyundai,2014.0,425000.0,31000.0,Petrol
828,Maruti Suzuki Swift,Maruti,2008.0,162000.0,60000.0,Diesel
829,Tata Indica V2,Tata,2005.0,60000.0,80000.0,Diesel
830,Mahindra Scorpio VLX,Mahindra,2014.0,650000.0,77000.0,Diesel
831,Toyota Innova 2.5,Toyota,2012.0,750000.0,75000.0,Diesel
832,Mahindra Xylo E8,Mahindra,2010.0,375000.0,40000.0,Diesel
833,Hyundai i20 Magna,Hyundai,2011.0,230000.0,47000.0,Petrol
834,Maruti Suzuki Omni,Maruti,2000.0,35999.0,60000.0,Petrol
835,Mahindra KUV100,Mahindra,2016.0,380000.0,26500.0,Petrol
836,Mahindra KUV100 K8,Mahindra,2019.0,560000.0,2875.0,Petrol
837,Datsun Go Plus,other,2016.0,285000.0,13900.0,Petrol
839,Tata Indica V2,Tata,2005.0,39999.0,80000.0,Diesel
840,Hyundai Santro Xing,Hyundai,2006.0,85000.0,60000.0,Petrol
841,Maruti Suzuki Wagon,Maruti,2016.0,395000.0,20000.0,Petrol
842,Maruti Suzuki Swift,Maruti,2008.0,175000.0,58000.0,Diesel
843,Maruti Suzuki Alto,Maruti,2019.0,400000.0,1500.0,Petrol
844,Toyota Innova 2.5,Toyota,2011.0,750000.0,75000.0,Diesel
846,Maruti Suzuki Alto,Maruti,2016.0,250000.0,2450.0,Petrol
847,Maruti Suzuki Alto,Maruti,2019.0,425000.0,1625.0,Petrol
849,Volkswagen Polo Highline1.2L,Volkswagen,2017.0,525000.0,45000.0,Petrol
850,Mahindra Logan,Mahindra,2009.0,130000.0,65000.0,Diesel
851,Maruti Suzuki 800,Maruti,2000.0,30000.0,33400.0,Petrol
852,Mahindra Scorpio,Mahindra,2011.0,475000.0,60123.0,Diesel
853,Chevrolet Sail 1.2,Chevrolet,2013.0,300000.0,28000.0,Petrol
855,Hyundai Santro AE,Hyundai,2003.0,60000.0,70000.0,Petrol
856,Maruti Suzuki Wagon,Maruti,2006.0,100000.0,7000.0,Petrol
857,Hyundai Eon,Hyundai,2018.0,260000.0,25000.0,Petrol
858,Tata Manza,Tata,2015.0,100000.0,100000.0,Diesel
860,Toyota Etios G,Toyota,2013.0,265000.0,42000.0,Petrol
861,Hyundai Getz Prime,Hyundai,2009.0,115000.0,20000.0,Petrol
862,Toyota Qualis,Toyota,2003.0,180000.0,100000.0,Diesel
864,Tata Indica eV2,Tata,2016.0,50500.0,91200.0,Diesel
865,Honda City 1.5,Honda,2009.0,270000.0,55000.0,Petrol
867,Mahindra Quanto C4,Mahindra,2013.0,325000.0,63000.0,Diesel
870,Hyundai Elite i20,Hyundai,2011.0,290000.0,40000.0,Petrol
871,Hyundai i20 Select,Hyundai,2011.0,290000.0,40000.0,Petrol
872,Chevrolet Tavera Neo,Chevrolet,2007.0,465000.0,100800.0,Diesel
874,Hyundai Elite i20,Hyundai,2018.0,510000.0,2100.0,Petrol
875,Honda City VX,Honda,2016.0,860000.0,95000.0,Petrol
876,Maruti Suzuki Dzire,Maruti,2016.0,450000.0,2500.0,Diesel
877,Hyundai Getz,Hyundai,2006.0,125000.0,80000.0,Petrol
878,Mercedes Benz C,other,2006.0,500001.0,15000.0,Petrol
879,Maruti Suzuki Alto,Maruti,2005.0,95000.0,65000.0,Petrol
880,Maruti Suzuki Swift,Maruti,2009.0,250000.0,51000.0,Diesel
881,Skoda Fabia,Skoda,2009.0,110000.0,45000.0,Petrol
883,Maruti Suzuki Ritz,Maruti,2011.0,270000.0,50000.0,Petrol
885,Tata Indica V2,Tata,2009.0,110000.0,30000.0,Diesel
888,Tata Zest XM,Tata,2018.0,260000.0,27000.0,Diesel
889,Mahindra Quanto C8,Mahindra,2013.0,390000.0,40000.0,Diesel
